Gene,Transcrit
Acc06827,Acc06827.1
Acc06828,Acc06828.1
Acc06829,Acc06829.1
Acc06830,Acc06830.1
Acc06831,Acc06831.1
Acc06832,Acc06832.1
Acc06833,Acc06833.1
Acc06834,Acc06834.1
Acc06835,Acc06835.1
Acc06836,Acc06836.1
Acc06837,Acc06837.1
Acc06838,Acc06838.1
Acc06839,Acc06839.1
Acc06840,Acc06840.1
Acc06841,Acc06841.1
Acc06842,Acc06842.1
Acc06843,Acc06843.1
Acc06844,Acc06844.1
Acc06845,Acc06845.1
Acc06846,Acc06846.1
Acc06847,Acc06847.1
Acc06848,Acc06848.1
Acc06849,Acc06849.1
Acc06850,Acc06850.1
Acc06851,Acc06851.1
Acc06852,Acc06852.1
Acc06853,Acc06853.1
Acc06854,Acc06854.1
Acc06855,Acc06855.1
Acc06856,Acc06856.1
Acc06857,Acc06857.1
Acc06858,Acc06858.1
Acc06859,Acc06859.1
Acc06860,Acc06860.1
Acc06861,Acc06861.1
Acc06862,Acc06862.1
Acc06863,Acc06863.1
Acc06864,Acc06864.1
Acc06865,Acc06865.1
Acc06866,Acc06866.1
Acc06867,Acc06867.1
Acc06868,Acc06868.1
Acc06869,Acc06869.1
Acc06870,Acc06870.1
Acc06871,Acc06871.1
Acc06872,Acc06872.1
Acc06873,Acc06873.1
Acc06874,Acc06874.1
Acc06875,Acc06875.1
Acc06876,Acc06876.1
Acc06877,Acc06877.1
Acc06878,Acc06878.1
Acc06880,Acc06880.1
Acc06881,Acc06881.1
Acc06882,Acc06882.1
Acc06883,Acc06883.1
Acc06884,Acc06884.1
Acc06885,Acc06885.1
Acc06886,Acc06886.1
Acc06887,Acc06887.1
Acc06888,Acc06888.1
Acc06889,Acc06889.1
Acc06890,Acc06890.1
Acc06891,Acc06891.1
Acc06892,Acc06892.1
Acc06893,Acc06893.1
Acc06894,Acc06894.1
Acc06895,Acc06895.1
Acc06896,Acc06896.1
Acc06897,Acc06897.1
Acc06898,Acc06898.1
Acc06899,Acc06899.1
Acc06900,Acc06900.1
Acc06901,Acc06901.1
Acc06902,Acc06902.1
Acc06903,Acc06903.1
Acc06904,Acc06904.1
Acc06905,Acc06905.1
Acc06906,Acc06906.1
Acc06907,Acc06907.1
Acc06908,Acc06908.1
Acc06909,Acc06909.1
Acc06910,Acc06910.1
Acc06911,Acc06911.1
Acc06912,Acc06912.1
Acc06913,Acc06913.1
Acc06913,Acc06913.2
Acc06914,Acc06914.1
Acc06915,Acc06915.1
Acc06916,Acc06916.1
Acc06917,Acc06917.1
Acc06918,Acc06918.1
Acc06919,Acc06919.1
Acc06920,Acc06920.1
Acc06921,Acc06921.1
Acc06922,Acc06922.1
Acc06923,Acc06923.1
Acc06924,Acc06924.1
Acc06925,Acc06925.1
Acc06926,Acc06926.1
Acc06927,Acc06927.1
Acc06928,Acc06928.1
Acc06929,Acc06929.1
Acc06930,Acc06930.1
Acc06931,Acc06931.1
Acc06932,Acc06932.1
Acc06933,Acc06933.1
Acc06934,Acc06934.1
Acc06935,Acc06935.1
Acc06936,Acc06936.1
Acc06937,Acc06937.1
Acc06938,Acc06938.1
Acc06939,Acc06939.1
Acc06940,Acc06940.1
Acc06941,Acc06941.1
Acc06942,Acc06942.1
Acc06943,Acc06943.1
Acc06944,Acc06944.1
Acc06945,Acc06945.1
Acc06946,Acc06946.1
Acc06947,Acc06947.1
Acc06948,Acc06948.1
Acc06949,Acc06949.1
Acc06950,Acc06950.1
Acc06951,Acc06951.1
Acc06952,Acc06952.1
Acc06953,Acc06953.1
Acc06954,Acc06954.1
Acc06955,Acc06955.1
Acc06956,Acc06956.1
Acc06957,Acc06957.1
Acc06958,Acc06958.1
Acc06959,Acc06959.1
Acc06960,Acc06960.1
Acc06961,Acc06961.1
Acc06962,Acc06962.1
Acc06963,Acc06963.1
Acc06964,Acc06964.1
Acc06965,Acc06965.1
Acc06966,Acc06966.1
Acc06967,Acc06967.1
Acc06968,Acc06968.1
Acc06969,Acc06969.1
Acc06970,Acc06970.1
Acc06971,Acc06971.1
Acc06972,Acc06972.1
Acc06973,Acc06973.1
Acc06974,Acc06974.1
Acc06975,Acc06975.1
Acc06976,Acc06976.1
Acc06977,Acc06977.1
Acc06978,Acc06978.1
Acc06979,Acc06979.1
Acc06980,Acc06980.1
Acc06981,Acc06981.1
Acc06982,Acc06982.1
Acc06983,Acc06983.1
Acc06984,Acc06984.1
Acc06985,Acc06985.1
Acc06986,Acc06986.1
Acc06987,Acc06987.1
Acc06988,Acc06988.1
Acc06989,Acc06989.1
Acc06990,Acc06990.1
Acc06991,Acc06991.1
Acc06992,Acc06992.1
Acc06993,Acc06993.1
Acc06994,Acc06994.1
Acc06995,Acc06995.1
Acc06996,Acc06996.1
Acc06997,Acc06997.1
Acc06998,Acc06998.1
Acc06999,Acc06999.1
Acc07000,Acc07000.1
Acc07001,Acc07001.1
Acc07002,Acc07002.1
Acc07003,Acc07003.1
Acc07004,Acc07004.1
Acc07005,Acc07005.1
Acc07006,Acc07006.1
Acc07007,Acc07007.1
Acc07008,Acc07008.1
Acc07009,Acc07009.1
Acc07010,Acc07010.1
Acc07011,Acc07011.1
Acc07012,Acc07012.1
Acc07013,Acc07013.1
Acc07014,Acc07014.1
Acc07015,Acc07015.1
Acc07016,Acc07016.1
Acc07017,Acc07017.1
Acc07018,Acc07018.1
Acc07019,Acc07019.1
Acc07020,Acc07020.1
Acc07021,Acc07021.1
Acc07022,Acc07022.1
Acc07023,Acc07023.1
Acc07024,Acc07024.1
Acc07025,Acc07025.1
Acc07026,Acc07026.1
Acc07027,Acc07027.1
Acc07028,Acc07028.1
Acc07029,Acc07029.1
Acc07030,Acc07030.1
Acc07031,Acc07031.1
Acc07032,Acc07032.1
Acc07033,Acc07033.1
Acc07034,Acc07034.1
Acc07035,Acc07035.1
Acc07036,Acc07036.1
Acc07037,Acc07037.1
Acc07038,Acc07038.1
Acc07039,Acc07039.1
Acc07040,Acc07040.1
Acc07041,Acc07041.1
Acc07042,Acc07042.1
Acc07043,Acc07043.1
Acc07044,Acc07044.1
Acc07045,Acc07045.1
Acc07046,Acc07046.1
Acc07047,Acc07047.1
Acc07048,Acc07048.1
Acc07049,Acc07049.1
Acc07050,Acc07050.1
Acc07051,Acc07051.1
Acc07052,Acc07052.1
Acc07053,Acc07053.1
Acc07054,Acc07054.1
Acc07055,Acc07055.1
Acc07056,Acc07056.1
Acc07057,Acc07057.1
Acc07058,Acc07058.1
Acc07059,Acc07059.1
Acc07060,Acc07060.1
Acc07061,Acc07061.1
Acc07062,Acc07062.1
Acc07063,Acc07063.1
Acc07064,Acc07064.1
Acc07065,Acc07065.1
Acc07066,Acc07066.1
Acc07067,Acc07067.1
Acc07068,Acc07068.1
Acc07069,Acc07069.1
Acc07070,Acc07070.1
Acc07071,Acc07071.1
Acc07072,Acc07072.1
Acc07073,Acc07073.1
Acc07074,Acc07074.1
Acc07075,Acc07075.1
Acc07076,Acc07076.1
Acc07077,Acc07077.1
Acc07078,Acc07078.1
Acc07079,Acc07079.1
Acc07080,Acc07080.1
Acc07081,Acc07081.1
Acc07082,Acc07082.1
Acc07083,Acc07083.1
Acc07084,Acc07084.1
Acc07085,Acc07085.1
Acc07086,Acc07086.1
Acc07087,Acc07087.1
Acc07088,Acc07088.1
Acc07089,Acc07089.1
Acc07090,Acc07090.1
Acc07091,Acc07091.1
Acc07092,Acc07092.1
Acc07093,Acc07093.1
Acc07094,Acc07094.1
Acc07095,Acc07095.1
Acc07096,Acc07096.1
Acc07097,Acc07097.1
Acc07098,Acc07098.1
Acc07099,Acc07099.1
Acc07100,Acc07100.1
Acc07101,Acc07101.1
Acc07102,Acc07102.1
Acc07103,Acc07103.1
Acc07104,Acc07104.1
Acc07105,Acc07105.1
Acc07106,Acc07106.1
Acc07107,Acc07107.1
Acc07108,Acc07108.1
Acc07109,Acc07109.1
Acc07110,Acc07110.1
Acc07111,Acc07111.1
Acc07112,Acc07112.1
Acc07113,Acc07113.1
Acc07114,Acc07114.1
Acc07115,Acc07115.1
Acc07116,Acc07116.1
Acc07117,Acc07117.1
Acc07118,Acc07118.1
Acc07119,Acc07119.1
Acc07120,Acc07120.1
Acc07121,Acc07121.1
Acc07122,Acc07122.1
Acc07123,Acc07123.1
Acc07124,Acc07124.1
Acc07125,Acc07125.1
Acc07126,Acc07126.1
Acc07127,Acc07127.1
Acc07128,Acc07128.1
Acc07129,Acc07129.1
Acc07130,Acc07130.1
Acc07131,Acc07131.1
Acc07132,Acc07132.1
Acc07133,Acc07133.1
Acc07134,Acc07134.1
Acc07135,Acc07135.1
Acc07136,Acc07136.1
Acc07137,Acc07137.1
Acc07138,Acc07138.1
Acc07139,Acc07139.1
Acc07140,Acc07140.1
Acc07141,Acc07141.1
Acc07142,Acc07142.1
Acc07143,Acc07143.1
Acc07144,Acc07144.1
Acc07145,Acc07145.1
Acc07146,Acc07146.1
Acc07147,Acc07147.1
Acc07148,Acc07148.1
Acc07149,Acc07149.1
Acc07150,Acc07150.1
Acc07151,Acc07151.1
Acc07152,Acc07152.1
Acc07153,Acc07153.1
Acc07154,Acc07154.1
Acc07155,Acc07155.1
Acc07156,Acc07156.1
Acc07157,Acc07157.1
Acc07158,Acc07158.1
Acc07159,Acc07159.1
Acc07160,Acc07160.1
Acc07161,Acc07161.1
Acc07162,Acc07162.1
Acc07163,Acc07163.1
Acc07164,Acc07164.1
Acc07165,Acc07165.1
Acc07166,Acc07166.1
Acc07167,Acc07167.1
Acc07168,Acc07168.1
Acc07169,Acc07169.1
Acc07170,Acc07170.1
Acc07171,Acc07171.1
Acc07172,Acc07172.1
Acc07173,Acc07173.1
Acc07174,Acc07174.1
Acc07175,Acc07175.1
Acc07176,Acc07176.1
Acc07177,Acc07177.1
Acc07178,Acc07178.1
Acc07179,Acc07179.1
Acc07180,Acc07180.1
Acc07181,Acc07181.1
Acc07182,Acc07182.1
Acc07183,Acc07183.1
Acc07184,Acc07184.1
Acc07185,Acc07185.1
Acc07186,Acc07186.1
Acc07187,Acc07187.1
Acc07188,Acc07188.1
Acc07189,Acc07189.1
Acc07190,Acc07190.1
Acc07191,Acc07191.1
Acc07192,Acc07192.1
Acc07193,Acc07193.1
Acc07194,Acc07194.1
Acc07195,Acc07195.1
Acc07196,Acc07196.1
Acc07197,Acc07197.1
Acc07198,Acc07198.1
Acc07200,Acc07200.1
Acc07202,Acc07202.1
Acc07203,Acc07203.1
Acc07204,Acc07204.1
Acc07205,Acc07205.1
Acc07206,Acc07206.1
Acc07207,Acc07207.1
Acc07208,Acc07208.1
Acc07209,Acc07209.1
Acc07210,Acc07210.1
Acc07211,Acc07211.1
Acc07212,Acc07212.1
Acc07213,Acc07213.1
Acc07214,Acc07214.1
Acc07215,Acc07215.1
Acc07217,Acc07217.1
Acc07218,Acc07218.1
Acc07219,Acc07219.1
Acc07221,Acc07221.1
Acc07222,Acc07222.1
Acc07223,Acc07223.1
Acc07224,Acc07224.1
Acc07225,Acc07225.1
Acc07226,Acc07226.1
Acc07227,Acc07227.1
Acc07228,Acc07228.1
Acc07229,Acc07229.1
Acc07230,Acc07230.1
Acc07231,Acc07231.1
Acc07232,Acc07232.1
Acc07233,Acc07233.1
Acc07234,Acc07234.1
Acc07235,Acc07235.1
Acc07236,Acc07236.1
Acc07237,Acc07237.1
Acc07238,Acc07238.1
Acc07239,Acc07239.1
Acc07240,Acc07240.1
Acc07241,Acc07241.1
Acc07242,Acc07242.1
Acc07243,Acc07243.1
Acc07245,Acc07245.1
Acc07246,Acc07246.1
Acc07247,Acc07247.1
Acc07249,Acc07249.1
Acc07250,Acc07250.1
Acc07251,Acc07251.1
Acc07252,Acc07252.1
Acc07253,Acc07253.1
Acc07254,Acc07254.1
Acc07255,Acc07255.1
Acc07256,Acc07256.1
Acc07257,Acc07257.1
Acc07258,Acc07258.1
Acc07259,Acc07259.1
Acc07260,Acc07260.1
Acc07261,Acc07261.1
Acc07264,Acc07264.1
Acc07265,Acc07265.1
Acc07266,Acc07266.1
Acc07267,Acc07267.1
Acc07269,Acc07269.1
Acc07270,Acc07270.1
Acc07271,Acc07271.1
Acc07272,Acc07272.1
Acc07273,Acc07273.1
Acc07275,Acc07275.1
Acc07276,Acc07276.1
Acc07278,Acc07278.1
Acc07279,Acc07279.1
Acc07280,Acc07280.1
Acc07281,Acc07281.1
Acc07282,Acc07282.1
Acc07283,Acc07283.1
Acc07284,Acc07284.1
Acc07285,Acc07285.1
Acc07286,Acc07286.1
Acc07287,Acc07287.1
Acc07288,Acc07288.1
Acc07289,Acc07289.1
Acc07290,Acc07290.1
Acc07291,Acc07291.1
Acc07292,Acc07292.1
Acc07293,Acc07293.1
Acc07294,Acc07294.1
Acc07295,Acc07295.1
Acc07296,Acc07296.1
Acc07297,Acc07297.1
Acc07298,Acc07298.1
Acc07299,Acc07299.1
Acc07300,Acc07300.1
Acc07301,Acc07301.1
Acc07302,Acc07302.1
Acc07303,Acc07303.1
Acc07304,Acc07304.1
Acc07305,Acc07305.1
Acc07306,Acc07306.1
Acc07310,Acc07310.1
Acc07311,Acc07311.1
Acc07312,Acc07312.1
Acc07313,Acc07313.1
Acc07314,Acc07314.1
Acc07315,Acc07315.1
Acc07316,Acc07316.1
Acc07318,Acc07318.1
Acc07320,Acc07320.1
Acc07321,Acc07321.1
Acc07322,Acc07322.1
Acc07324,Acc07324.1
Acc07325,Acc07325.1
Acc07326,Acc07326.1
Acc07327,Acc07327.1
Acc07328,Acc07328.1
Acc07329,Acc07329.1
Acc07330,Acc07330.1
Acc07331,Acc07331.1
Acc07332,Acc07332.1
Acc07333,Acc07333.1
Acc07334,Acc07334.1
Acc07335,Acc07335.1
Acc07336,Acc07336.1
Acc07337,Acc07337.1
Acc07338,Acc07338.1
Acc07339,Acc07339.1
Acc07340,Acc07340.1
Acc07341,Acc07341.1
Acc07342,Acc07342.1
Acc07343,Acc07343.1
Acc07344,Acc07344.1
Acc07345,Acc07345.1
Acc07346,Acc07346.1
Acc07347,Acc07347.1
Acc07348,Acc07348.1
Acc07349,Acc07349.1
Acc07350,Acc07350.1
Acc07351,Acc07351.2
Acc07352,Acc07352.1
Acc07353,Acc07353.1
Acc07354,Acc07354.1
Acc07355,Acc07355.1
Acc07356,Acc07356.1
Acc07357,Acc07357.1
Acc07358,Acc07358.1
Acc07359,Acc07359.1
Acc07360,Acc07360.1
Acc07361,Acc07361.1
Acc07362,Acc07362.1
Acc07363,Acc07363.1
Acc07364,Acc07364.1
Acc07366,Acc07366.1
Acc07367,Acc07367.1
Acc07368,Acc07368.1
Acc07369,Acc07369.1
Acc07370,Acc07370.1
Acc07371,Acc07371.1
Acc07372,Acc07372.1
Acc07373,Acc07373.1
Acc07374,Acc07374.1
Acc07375,Acc07375.1
Acc07376,Acc07376.1
Acc07377,Acc07377.1
Acc07378,Acc07378.1
Acc07379,Acc07379.1
Acc07380,Acc07380.1
Acc07381,Acc07381.1
Acc07382,Acc07382.1
Acc07383,Acc07383.1
Acc07384,Acc07384.1
Acc07385,Acc07385.1
Acc07386,Acc07386.1
Acc07387,Acc07387.1
Acc07389,Acc07389.1
Acc07390,Acc07390.1
Acc07391,Acc07391.1
Acc07392,Acc07392.1
Acc07394,Acc07394.1
Acc07396,Acc07396.1
Acc07397,Acc07397.1
Acc07398,Acc07398.1
Acc07399,Acc07399.1
Acc07400,Acc07400.1
Acc07401,Acc07401.1
Acc07402,Acc07402.1
Acc07403,Acc07403.1
Acc07404,Acc07404.1
Acc07405,Acc07405.1
Acc07406,Acc07406.1
Acc07407,Acc07407.1
Acc07408,Acc07408.1
Acc07409,Acc07409.1
Acc07410,Acc07410.1
Acc07411,Acc07411.1
Acc07412,Acc07412.1
Acc07413,Acc07413.1
Acc07414,Acc07414.1
Acc07415,Acc07415.1
Acc07416,Acc07416.1
Acc07417,Acc07417.1
Acc07418,Acc07418.1
Acc07419,Acc07419.1
Acc07420,Acc07420.1
Acc07421,Acc07421.1
Acc07422,Acc07422.1
Acc07423,Acc07423.1
Acc07424,Acc07424.1
Acc07425,Acc07425.1
Acc07426,Acc07426.1
Acc07427,Acc07427.1
Acc07428,Acc07428.1
Acc07430,Acc07430.1
Acc07431,Acc07431.1
Acc07432,Acc07432.1
Acc07434,Acc07434.1
Acc07435,Acc07435.1
Acc07436,Acc07436.1
Acc07437,Acc07437.1
Acc07438,Acc07438.1
Acc07439,Acc07439.1
Acc07440,Acc07440.1
Acc07441,Acc07441.1
Acc07442,Acc07442.1
Acc07443,Acc07443.1
Acc07444,Acc07444.1
Acc07445,Acc07445.1
Acc07446,Acc07446.1
Acc07447,Acc07447.1
Acc07448,Acc07448.1
Acc07449,Acc07449.1
Acc07450,Acc07450.1
Acc07451,Acc07451.1
Acc07452,Acc07452.1
Acc07453,Acc07453.1
Acc07454,Acc07454.1
Acc07455,Acc07455.1
Acc07456,Acc07456.1
Acc07457,Acc07457.1
Acc07458,Acc07458.1
Acc07459,Acc07459.1
Acc07460,Acc07460.1
Acc07461,Acc07461.1
Acc07462,Acc07462.1
Acc07463,Acc07463.1
Acc07464,Acc07464.1
Acc07467,Acc07467.1
Acc07468,Acc07468.1
Acc07469,Acc07469.1
Acc07470,Acc07470.1
Acc07471,Acc07471.1
Acc07472,Acc07472.1
Acc07473,Acc07473.1
Acc07474,Acc07474.1
Acc07475,Acc07475.1
Acc07476,Acc07476.1
Acc07477,Acc07477.1
Acc07478,Acc07478.1
Acc07479,Acc07479.1
Acc07480,Acc07480.1
Acc07481,Acc07481.1
Acc07482,Acc07482.1
Acc07483,Acc07483.1
Acc07484,Acc07484.1
Acc07485,Acc07485.1
Acc07486,Acc07486.1
Acc07487,Acc07487.1
Acc07488,Acc07488.1
Acc07489,Acc07489.1
Acc07490,Acc07490.1
Acc07491,Acc07491.1
Acc07492,Acc07492.1
Acc07493,Acc07493.1
Acc07494,Acc07494.1
Acc07495,Acc07495.1
Acc07497,Acc07497.1
Acc07498,Acc07498.1
Acc07499,Acc07499.1
Acc07500,Acc07500.1
Acc07501,Acc07501.1
Acc07502,Acc07502.1
Acc07503,Acc07503.1
Acc07504,Acc07504.1
Acc07505,Acc07505.1
Acc07506,Acc07506.1
Acc07507,Acc07507.1
Acc07508,Acc07508.1
Acc07509,Acc07509.1
Acc07510,Acc07510.1
Acc07511,Acc07511.1
Acc07512,Acc07512.1
Acc07513,Acc07513.1
Acc07514,Acc07514.1
Acc07515,Acc07515.1
Acc07516,Acc07516.1
Acc07517,Acc07517.1
Acc07518,Acc07518.1
Acc07519,Acc07519.1
Acc07520,Acc07520.1
Acc07521,Acc07521.1
Acc07522,Acc07522.1
Acc07523,Acc07523.1
Acc07524,Acc07524.1
Acc07525,Acc07525.1
Acc07526,Acc07526.1
Acc07527,Acc07527.2
Acc07528,Acc07528.1
Acc07529,Acc07529.1
Acc07530,Acc07530.1
Acc07531,Acc07531.1
Acc07532,Acc07532.1
Acc07533,Acc07533.1
Acc07534,Acc07534.1
Acc07535,Acc07535.1
Acc07537,Acc07537.1
Acc07538,Acc07538.1
Acc07539,Acc07539.1
Acc07540,Acc07540.1
Acc07541,Acc07541.1
Acc07542,Acc07542.1
Acc07543,Acc07543.1
Acc07544,Acc07544.1
Acc07545,Acc07545.1
Acc07546,Acc07546.1
Acc07547,Acc07547.1
Acc07548,Acc07548.1
Acc07549,Acc07549.1
Acc07550,Acc07550.1
Acc07551,Acc07551.1
Acc07552,Acc07552.1
Acc07553,Acc07553.1
Acc07554,Acc07554.1
Acc07555,Acc07555.1
Acc07556,Acc07556.1
Acc07557,Acc07557.1
Acc07558,Acc07558.1
Acc07559,Acc07559.1
Acc07560,Acc07560.1
Acc07561,Acc07561.1
Acc07562,Acc07562.1
Acc07563,Acc07563.1
Acc07564,Acc07564.1
Acc07565,Acc07565.1
Acc07566,Acc07566.1
Acc07567,Acc07567.1
Acc07568,Acc07568.1
Acc07569,Acc07569.1
Acc07570,Acc07570.1
Acc07571,Acc07571.1
Acc07572,Acc07572.1
Acc07573,Acc07573.1
Acc07574,Acc07574.1
Acc07575,Acc07575.1
Acc07578,Acc07578.1
Acc07579,Acc07579.1
Acc07580,Acc07580.1
Acc07581,Acc07581.1
Acc07582,Acc07582.1
Acc07583,Acc07583.1
Acc07584,Acc07584.1
Acc07585,Acc07585.1
Acc07586,Acc07586.1
Acc07587,Acc07587.1
Acc07588,Acc07588.1
Acc07589,Acc07589.1
Acc07590,Acc07590.1
Acc07591,Acc07591.1
Acc07592,Acc07592.1
Acc07593,Acc07593.1
Acc07594,Acc07594.1
Acc07595,Acc07595.1
Acc07596,Acc07596.1
Acc07598,Acc07598.1
Acc07599,Acc07599.1
Acc07600,Acc07600.1
Acc07601,Acc07601.1
Acc07602,Acc07602.1
Acc07603,Acc07603.1
Acc07604,Acc07604.1
Acc07605,Acc07605.1
Acc07606,Acc07606.1
Acc07607,Acc07607.1
Acc07608,Acc07608.1
Acc07609,Acc07609.1
Acc07610,Acc07610.1
Acc07611,Acc07611.1
Acc07612,Acc07612.1
Acc07613,Acc07613.1
Acc07614,Acc07614.1
Acc07615,Acc07615.1
Acc07616,Acc07616.1
Acc07617,Acc07617.1
Acc07618,Acc07618.1
Acc07619,Acc07619.1
Acc07620,Acc07620.1
Acc07621,Acc07621.1
Acc07622,Acc07622.1
Acc07623,Acc07623.1
Acc07624,Acc07624.1
Acc07625,Acc07625.1
Acc07626,Acc07626.1
Acc07627,Acc07627.1
Acc07628,Acc07628.1
Acc07629,Acc07629.1
Acc07630,Acc07630.1
Acc07631,Acc07631.1
Acc07632,Acc07632.1
Acc07633,Acc07633.1
Acc07634,Acc07634.1
Acc07635,Acc07635.1
Acc07636,Acc07636.1
Acc07637,Acc07637.1
Acc07638,Acc07638.1
Acc07639,Acc07639.1
Acc07640,Acc07640.1
Acc07641,Acc07641.1
Acc07642,Acc07642.1
Acc07643,Acc07643.1
Acc07644,Acc07644.1
Acc07645,Acc07645.1
Acc07646,Acc07646.1
Acc07647,Acc07647.1
Acc07648,Acc07648.1
Acc07649,Acc07649.1
Acc07650,Acc07650.1
Acc07651,Acc07651.1
Acc07652,Acc07652.1
Acc07653,Acc07653.1
Acc07654,Acc07654.1
Acc07655,Acc07655.1
Acc07656,Acc07656.1
Acc07657,Acc07657.1
Acc07658,Acc07658.1
Acc07659,Acc07659.1
Acc07660,Acc07660.1
Acc07661,Acc07661.1
Acc07662,Acc07662.1
Acc07663,Acc07663.1
Acc07664,Acc07664.1
Acc07665,Acc07665.1
Acc07666,Acc07666.1
Acc07667,Acc07667.1
Acc07668,Acc07668.1
Acc07669,Acc07669.1
Acc07670,Acc07670.1
Acc07671,Acc07671.1
Acc07672,Acc07672.1
Acc07673,Acc07673.1
Acc07674,Acc07674.1
Acc07674,Acc07674.2
Acc07674,Acc07674.3
Acc07674,Acc07674.4
Acc07675,Acc07675.1
Acc07676,Acc07676.1
Acc07677,Acc07677.1
Acc07678,Acc07678.1
Acc07679,Acc07679.1
Acc07680,Acc07680.1
Acc07681,Acc07681.1
Acc07682,Acc07682.1
Acc07683,Acc07683.1
Acc07684,Acc07684.1
Acc07685,Acc07685.1
Acc07686,Acc07686.1
Acc07687,Acc07687.1
Acc07688,Acc07688.1
Acc07689,Acc07689.1
Acc07690,Acc07690.1
Acc07691,Acc07691.1
Acc07692,Acc07692.1
Acc07693,Acc07693.1
Acc07694,Acc07694.1
Acc07695,Acc07695.1
Acc07696,Acc07696.1
Acc07697,Acc07697.1
Acc07698,Acc07698.1
Acc07699,Acc07699.1
Acc07700,Acc07700.1
Acc07701,Acc07701.1
Acc07702,Acc07702.1
Acc07703,Acc07703.1
Acc07704,Acc07704.1
Acc07705,Acc07705.1
Acc07706,Acc07706.1
Acc07707,Acc07707.1
Acc07708,Acc07708.1
Acc07709,Acc07709.1
Acc07710,Acc07710.1
Acc07711,Acc07711.1
Acc07712,Acc07712.1
Acc07713,Acc07713.1
Acc07714,Acc07714.1
Acc07715,Acc07715.1
Acc07716,Acc07716.1
Acc07717,Acc07717.1
Acc07718,Acc07718.1
Acc07719,Acc07719.1
Acc07720,Acc07720.1
Acc07721,Acc07721.1
Acc07723,Acc07723.1
Acc07724,Acc07724.1
Acc07725,Acc07725.1
Acc07726,Acc07726.1
Acc07727,Acc07727.1
Acc07728,Acc07728.1
Acc07729,Acc07729.1
Acc07730,Acc07730.1
Acc07731,Acc07731.1
Acc07732,Acc07732.1
Acc07733,Acc07733.1
Acc07734,Acc07734.1
Acc07735,Acc07735.1
Acc07736,Acc07736.1
Acc07737,Acc07737.1
Acc07738,Acc07738.1
Acc07739,Acc07739.1
Acc07740,Acc07740.1
Acc07741,Acc07741.1
Acc07742,Acc07742.1
Acc07743,Acc07743.1
Acc07744,Acc07744.1
Acc07745,Acc07745.1
Acc07746,Acc07746.1
Acc07747,Acc07747.1
Acc07748,Acc07748.1
Acc07749,Acc07749.1
Acc07750,Acc07750.1
Acc07751,Acc07751.1
Acc07752,Acc07752.1
Acc07753,Acc07753.1
Acc07754,Acc07754.1
Acc07755,Acc07755.1
Acc07756,Acc07756.1
Acc07758,Acc07758.1
Acc07759,Acc07759.1
Acc07760,Acc07760.1
Acc07761,Acc07761.1
Acc07762,Acc07762.1
Acc07763,Acc07763.1
Acc07764,Acc07764.1
Acc07765,Acc07765.1
Acc07766,Acc07766.1
Acc07767,Acc07767.1
Acc07768,Acc07768.1
Acc07769,Acc07769.1
Acc07770,Acc07770.1
Acc07771,Acc07771.1
Acc07772,Acc07772.1
Acc07773,Acc07773.1
Acc07774,Acc07774.1
Acc07775,Acc07775.1
Acc07776,Acc07776.1
Acc07777,Acc07777.1
Acc07778,Acc07778.1
Acc07779,Acc07779.1
Acc07780,Acc07780.1
Acc07781,Acc07781.1
Acc07782,Acc07782.1
Acc07783,Acc07783.1
Acc07784,Acc07784.1
Acc07785,Acc07785.1
Acc07786,Acc07786.1
Acc07787,Acc07787.1
Acc07788,Acc07788.1
Acc07789,Acc07789.1
Acc07790,Acc07790.1
Acc07791,Acc07791.1
Acc07792,Acc07792.1
Acc07793,Acc07793.1
Acc07794,Acc07794.1
Acc07795,Acc07795.1
Acc07796,Acc07796.1
Acc07797,Acc07797.1
Acc07798,Acc07798.1
Acc07799,Acc07799.1
Acc07800,Acc07800.1
Acc07801,Acc07801.1
Acc07802,Acc07802.1
Acc07803,Acc07803.1
Acc07804,Acc07804.1
Acc07805,Acc07805.1
Acc07806,Acc07806.1
Acc07807,Acc07807.1
Acc07808,Acc07808.1
Acc07809,Acc07809.1
Acc07810,Acc07810.1
Acc07811,Acc07811.1
Acc07812,Acc07812.1
Acc07813,Acc07813.1
Acc07814,Acc07814.1
Acc07815,Acc07815.1
Acc07816,Acc07816.1
Acc07817,Acc07817.1
Acc07818,Acc07818.1
Acc07819,Acc07819.1
Acc07820,Acc07820.1
Acc07821,Acc07821.1
Acc07822,Acc07822.1
Acc07823,Acc07823.1
Acc07824,Acc07824.1
Acc07825,Acc07825.1
Acc07826,Acc07826.1
Acc07827,Acc07827.1
Acc07828,Acc07828.1
Acc07829,Acc07829.1
Acc07830,Acc07830.1
Acc07831,Acc07831.1
Acc07832,Acc07832.1
Acc07833,Acc07833.1
Acc07834,Acc07834.1
Acc07835,Acc07835.1
Acc07836,Acc07836.1
Acc07837,Acc07837.1
Acc07838,Acc07838.1
Acc07839,Acc07839.1
Acc07840,Acc07840.1
Acc07841,Acc07841.1
Acc07842,Acc07842.1
Acc07843,Acc07843.1
Acc07844,Acc07844.1
Acc07845,Acc07845.1
Acc07846,Acc07846.1
Acc07847,Acc07847.1
Acc07848,Acc07848.1
Acc07849,Acc07849.1
Acc07850,Acc07850.1
Acc07851,Acc07851.1
Acc07852,Acc07852.1
Acc07853,Acc07853.1
Acc07854,Acc07854.1
